0,0150
9,0151
19,0152
30,0152
39,0156
49,0155
59,0152
69,0150
79,0147
89,0149
99,0149
109,0150
119,0154
129,0155
140,0156
150,0156
160,0158
170,0157
180,0156
190,0154
200,0156
210,0155
219,0154
230,0151
240,0149
249,0148
259,0147
270,0149
280,0152
290,0155
300,0152
310,0157
320,0160
330,0157
340,0154
349,0154
360,0155
370,0155
380,0159
389,0157
400,0152
410,0156
420,0154
430,0152
440,0155
450,0160
460,0162
470,0160
480,0157
490,0155
500,0154
510,0154
520,0152
530,0154
540,0156
550,0156
560,0155
570,0156
580,0155
590,0154
600,0155
610,0154
620,0155
630,0155
640,0155
650,0157
660,0163
670,0164
680,0158
690,0152
700,0155
710,0158
720,0156
730,0150
740,0148
750,0150
760,0149
770,0148
780,0146
790,0147
800,0151
810,0155
820,0158
830,0163
840,0166
850,0170
860,0171
870,0167
880,0163
890,0158
900,0160
910,0157
920,0156
930,0154
940,0148
950,0147
960,0149
970,0149
980,0151
990,0152
1000,0156
1010,0156
1020,0155
1030,0155
1040,0152
1050,0152
1060,0151
1070,0148
1080,0150
1090,0151
1100,0151
1110,0150
1120,0149
1130,0149
1140,0150
1150,0152
1160,0156
1170,0160
1180,0163
1190,0162
1200,0159
1210,0163
1220,0162
1230,0159
1240,0158
1250,0157
1260,0159
1270,0156
1280,0156
1290,0159
1300,0162
1310,0160
1320,0165
1330,0167
1340,0165
1350,0163
1360,0159
1370,0156
1380,0160
1390,0165
1400,0162
1410,0158
1420,0158
1430,0157
1440,0156
1450,0154
1460,0155
1470,0155
1480,0155
1490,0155
1500,0156
1510,0159
1520,0162
1530,0160
1540,0159
1550,0157
1560,0155
1570,0156
1580,0158
1590,0159
1600,0160
1610,0162
1620,0162
1630,0158
1640,0156
1650,0156
1660,0155
1670,0152
1680,0150
1690,0148
1700,0150
1710,0154
1720,0155
1730,0155
1740,0152
1750,0151
1760,0152
1770,0155
1780,0155
1790,0151
1800,0148
1810,0148
1820,0149
1830,0148
1840,0146
1850,0150
1860,0154
1870,0152
1880,0155
1890,0155
1900,0151
1910,0152
1920,0155
1930,0157
1940,0156
1950,0155
1960,0157
1970,0156
1980,0156
1990,0155
2000,0157
2010,0157
2020,0154
2030,0154
2040,0154
2050,0148
2060,0146
2070,0150
2080,0154
2090,0156
2100,0155
2110,0155
2120,0158
2130,0159
2140,0160
2150,0159
2160,0157
2170,0155
2180,0152
2190,0152
2200,0156
2210,0156
2220,0152
2230,0154
2240,0157
2250,0156
2260,0155
2270,0155
2280,0158
2290,0162
2300,0163
2310,0163
2320,0160
2330,0156
2340,0152
2350,0152
2360,0151
2370,0154
2380,0157
2390,0156
2400,0154
2410,0154
2420,0154
2430,0154
2440,0154
2450,0151
2460,0151
2470,0151
2480,0148
2490,0144
2500,0148
2510,0152
2520,0154
2530,0156
2540,0159
2550,0158
2560,0156
2570,0155
2580,0152
2590,0154
2600,0154
2610,0157
2620,0156
2630,0152
2640,0151
2650,0149
2660,0149
2670,0152
2680,0156
2690,0155
2700,0154
2710,0155
2720,0160
2730,0163
2740,0158
2750,0152
2760,0150
2770,0151
2780,0155
2790,0156
2800,0152
2810,0149
2820,0149
2830,0150
2840,0151
2850,0150
2860,0154
2870,0157
2880,0157
2890,0154
2900,0151
2910,0156
2920,0158
2930,0157
2940,0155
2950,0151
2960,0154
2970,0154
2980,0154
2990,0159
3000,0162
3010,0159
3020,0155
3030,0156
3040,0159
3050,0158
3060,0157
3070,0158
3080,0158
3090,0157
3100,0154
3110,0155
3120,0158
3130,0157
3140,0156
3150,0157
3160,0158
3170,0157
3180,0156
3190,0159
3200,0162
3210,0159
3220,0157
3230,0156
3240,0155
3250,0155
3260,0152
3270,0151
3280,0152
3290,0156
3300,0156
3310,0156
3320,0155
3330,0155
3340,0156
3350,0157
3360,0156
3370,0154
3380,0155
3390,0158
3400,0158
3410,0157
3420,0154
3430,0157
3440,0160
3450,0162
3460,0162
3470,0160
3480,0158
3490,0157
3500,0151
3510,0152
3520,0156
3530,0152
3540,0151
3550,0155
3560,0154
3570,0151
3580,0150
3590,0150
3600,0149
3610,0151
3620,0151
3630,0147
3640,0148
3650,0155
3660,0155
3670,0150
3680,0147
3690,0148
3700,0152
3710,0150
3720,0148
3730,0149
3740,0151
3750,0152
3760,0154
3770,0156
3780,0159
3790,0157
3800,0155
3810,0156
3820,0160
3830,0158
3840,0152
3850,0152
3860,0155
3870,0156
3880,0152
3890,0148
3900,0149
3910,0150
3920,0149
3930,0154
3940,0155
3950,0158
3960,0159
3970,0159
3980,0156
3990,0151
4000,0149
4010,0149
4020,0150
4030,0150
4040,0151
4050,0155
4060,0156
4070,0157
4080,0157
4090,0155
4100,0155
4110,0156
4120,0157
4130,0155
4140,0154
4150,0150
4160,0150
4170,0152
4180,0154
4190,0154
4200,0157
4210,0158
4220,0155
4230,0157
4240,0160
4250,0162
4260,0157
4270,0152
4280,0149
4290,0151
4300,0154
4310,0150
4320,0149
4330,0148
4340,0148
4350,0150
4360,0152
4370,0155
4380,0154
4390,0154
4400,0154
4410,0152
4420,0154
4430,0157
4440,0158
4450,0160
4460,0156
4470,0149
4480,0148
4490,0151
4500,0149
4510,0146
4520,0148
4530,0151
4540,0151
4550,0150
4560,0148
4570,0148
4580,0149
4590,0149
4600,0151
4610,0152
4620,0151
4630,0148
4640,0147
4650,0154
4660,0152
4670,0149
4680,0144
4690,0147
4700,0146
4710,0146
4720,0147
4730,0146
4740,0146
4750,0147
4760,0147
4770,0150
4780,0151
4790,0154
4800,0152
4810,0152
4820,0152
4830,0152
4840,0155
4850,0155
4860,0152
4870,0152
4880,0152
4890,0155
4900,0159
4910,0160
4920,0157
4930,0156
4940,0157
4950,0159
4960,0155
4970,0152
4980,0152
4990,0156
5000,0159
5010,0156
5020,0152
5030,0150
5040,0147
5050,0146
5060,0147
5070,0147
5080,0146
5090,0143
5100,0146
5110,0152
5120,0156
5130,0157
5140,0157
5150,0157
5160,0155
5170,0151
5180,0151
5190,0154
5200,0158
5210,0159
5220,0157
5230,0156
5240,0151
5250,0150
5260,0152
5270,0154
5280,0155
5290,0154
5300,0155
5310,0156
5320,0157
5330,0159
5340,0156
5350,0154
5360,0151
5370,0152
5380,0158
5390,0159
5400,0157
5410,0156
5420,0152
5430,0149
5440,0149
5450,0151
5460,0155
5470,0151
5480,0151
5490,0149
5500,0151
5510,0154
5520,0154
5530,0151
5540,0150
5550,0150
5560,0151
5570,0151
5580,0156
5590,0154
5600,0152
5610,0152
5620,0150
5630,0146
5640,0141
5650,0140
5660,0143
5670,0142
5680,0141
5690,0143
5700,0143
5710,0147
5720,0152
5730,0154
5740,0152
5750,0155
5760,0158
5770,0157
5780,0154
5790,0152
5800,0152
5810,0149
5820,0147
5830,0147
5840,0143
5850,0143
5860,0146
5870,0148
5880,0149
5890,0151
5900,0154
5910,0158
5920,0157
5930,0157
5940,0162
5950,0160
5960,0156
5970,0154
5980,0154
5990,0157
6000,0159
6010,0160
6020,0163
6030,0163
6040,0163
6050,0160
6060,0157
6070,0156
6080,0156
6090,0158
6100,0157
6110,0156
6120,0160
6130,0159
6140,0155
6150,0154
6160,0155
6170,0158
6180,0155
6190,0150
6200,0149
6210,0154
6220,0157
6230,0158
6240,0157
6250,0157
6260,0155
6270,0158
6280,0159
6290,0159
6300,0157
6310,0156
6320,0157
6330,0160
6340,0160
6350,0158
6360,0157
6370,0162
6380,0160
6390,0159
6400,0155
6410,0154
6420,0154
6430,0154
6440,0154
6450,0150
6460,0149
6470,0151
6480,0152
6490,0155
6500,0154
6510,0150
6520,0150
6530,0154
6540,0152
6550,0156
6560,0156
6570,0154
6580,0156
6590,0158
6600,0156
6610,0154
6620,0155
6630,0155
6640,0151
6650,0148
6660,0150
6670,0149
6680,0149
6690,0148
6700,0149
6710,0150
6720,0149
6730,0154
6740,0157
6750,0154
6760,0150
6770,0151
6780,0150
6790,0150
6800,0151
6810,0152
6820,0154
6830,0154
6840,0157
6850,0157
6860,0155
6870,0155
6880,0156
6890,0155
6900,0151
6910,0152
6920,0154
6930,0154
6940,0154
6950,0154
6960,0155
6970,0155
6980,0155
6990,0155
7000,0152
7010,0154
7020,0157
7030,0159
7040,0162
7050,0162
7060,0159
7070,0160
7080,0158
7090,0157
7100,0155
7110,0158
7120,0158
7130,0155
7140,0151
7150,0151
7160,0156
7170,0159
7180,0157
7190,0155
7200,0154
7210,0152
7220,0156
7230,0156
7240,0156
7250,0155
7260,0158
7270,0160
7280,0158
7290,0157
7300,0158
7310,0157
7320,0152
7330,0154
7340,0152
7350,0154
7360,0155
7370,0155
7380,0155
7390,0156
7400,0156
7410,0158
7420,0159
7430,0160
7440,0156
7450,0155
7460,0156
7470,0155
7480,0155
7490,0156
7500,0152
7510,0149
7520,0149
7530,0151
7540,0156
7550,0160
7560,0163
7570,0163
7580,0163
7590,0163
7600,0160
7610,0157
7620,0155
7630,0159
7640,0163
7650,0162
7660,0160
7670,0158
7680,0152
7690,0150
7700,0152
7710,0154
7720,0157
7730,0158
7740,0155
7750,0158
7760,0158
7770,0156
7780,0156
7790,0154
7800,0150
7810,0149
7820,0149
7830,0151
7840,0152
7850,0152
7860,0156
7870,0156
7880,0154
7890,0150
7900,0149
7910,0150
7920,0151
7930,0155
7940,0157
7950,0158
7960,0156
7970,0157
7980,0156
7990,0157
8000,0157
8010,0155
8020,0154
8030,0154
8040,0154
8050,0152
8060,0152
8070,0155
8080,0157
8090,0157
8100,0156
8110,0157
8120,0158
8130,0160
8140,0160
8150,0158
8160,0159
8170,0159
8180,0156
8190,0156
8200,0159
8210,0159
8220,0155
8230,0154
8240,0152
8250,0150
8260,0150
8270,0155
8280,0156
8290,0152
8300,0150
8310,0149
8320,0148
8330,0149
8340,0149
8350,0150
8360,0151
8370,0149
8380,0152
8390,0159
8400,0159
8410,0158
8420,0157
8430,0154
8440,0155
8450,0154
8460,0154
8470,0152
8480,0149
8490,0147
8500,0154
8510,0157
8520,0155
8530,0151
8540,0151
8550,0154
8560,0155
8570,0155
8580,0155
8590,0155
8600,0154
8610,0154
8620,0154
8630,0154
8640,0154
8650,0156
8660,0158
8670,0158
8680,0159
8690,0159
8700,0158
8710,0158
8720,0158
8730,0156
8740,0156
8750,0154
8760,0154
8770,0152
8780,0152
8790,0151
8800,0154
8810,0152
8820,0152
8830,0151
8840,0150
8850,0149
8860,0151
8870,0157
8880,0162
8890,0159
8900,0155
8910,0152
8920,0151
8930,0151
8940,0149
8950,0148
8960,0150
8970,0150
8980,0151
8990,0154
9000,0154
9010,0154
9020,0159
9030,0163
9040,0163
9050,0160
9060,0156
9070,0155
9080,0155
9090,0156
9100,0154
9110,0151
9120,0151
9130,0151
9140,0151
9150,0150
9160,0150
9170,0154
9180,0156
9190,0154
9200,0152
9210,0152
9220,0151
9230,0149
9240,0147
9250,0144
9260,0144
9270,0143
9280,0144
9290,0147
9300,0148
9310,0147
9320,0149
9330,0157
9340,0159
9350,0159
9360,0158
9370,0157
9380,0157
9390,0156
9400,0155
9410,0152
9420,0154
9430,0154
9440,0154
9450,0157
9460,0159
9470,0158
9480,0157
9490,0154
9500,0156
9510,0156
9520,0156
9530,0157
9540,0155
9550,0154
9560,0157
9570,0158
9580,0157
9590,0155
9600,0155
9610,0158
9620,0158
9630,0159
9640,0157
9650,0154
9660,0154
9670,0156
9680,0157
9690,0152
9700,0152
9710,0154
9720,0154
9730,0158
9740,0158
9750,0157
9760,0155
9770,0154
9780,0151
9790,0157
9800,0163
9810,0163
9820,0163
9830,0160
9840,0158
9850,0157
9860,0155
9870,0151
9880,0154
9890,0155
9900,0159
9910,0159
9920,0156
9930,0155
9940,0158
9950,0162
9960,0162
9970,0160
9980,0158
9990,0156
10000,0159
10010,0159
10020,0163
10030,0162
10040,0159
10050,0156
10060,0155
10070,0154
10080,0151
10090,0147
10100,0146
10110,0144
10120,0149
10130,0150
10140,0152
10150,0155
10160,0155
10170,0155
10180,0154
10190,0154
10200,0152
10210,0148
10220,0149
10230,0148
10240,0147
10250,0147
10260,0150
10270,0157
10280,0160
10290,0163
10300,0158
10310,0151
10320,0150
10330,0148
10340,0148
10350,0150
10360,0156
10370,0163
10380,0165
10390,0163
10400,0162
10410,0159
10420,0155
10430,0155
10440,0154
10450,0149
10460,0144
10470,0146
10480,0144
10490,0147
10500,0150
10510,0150
10520,0152
10530,0157
10540,0162
10550,0162
10560,0156
10570,0152
10580,0155
10590,0151
10600,0149
10610,0152
10620,0154
10630,0156
10640,0157
10650,0155
10660,0154
10670,0152
10680,0151
10690,0152
10700,0154
10710,0156
10720,0157
10730,0157
10740,0156
10750,0152
10760,0151
10770,0151
10780,0149
10790,0149
10800,0151
10810,0150
10820,0150
10830,0152
10840,0155
10850,0155
10860,0154
10870,0156
10880,0158
10890,0159
10900,0160
10910,0157
10920,0152
10930,0150
10940,0149
10950,0151
10960,0152
10970,0151
10980,0149
10990,0152
11000,0155
11010,0152
11020,0157
11030,0160
11040,0162
11050,0162
11060,0162
11070,0160
11080,0163
11090,0163
11100,0160
11110,0158
11120,0158
11130,0160
11140,0163
11150,0162
11160,0160
11170,0158
11180,0155
11190,0154
11200,0152
11210,0152
11220,0154
11230,0152
11240,0151
11250,0152
11260,0151
11270,0151
11280,0152
11290,0152
11300,0152
11310,0154
11320,0156
11330,0162
11340,0160
11350,0156
11360,0152
11370,0152
11380,0152
11390,0152
11400,0151
11410,0152
11420,0155
11430,0157
11440,0157
11450,0154
11460,0152
11470,0154
11480,0156
11490,0159
11500,0159
11510,0157
11520,0156
11530,0155
11540,0156
11550,0160
11560,0163
11570,0162
11580,0159
11590,0158
11600,0159
11610,0163
11620,0163
11630,0160
11640,0158
11650,0158
11660,0159
11670,0162
11680,0163
11690,0165
11700,0158
11710,0152
11720,0152
11730,0157
11740,0159
11750,0160
11760,0162
11770,0156
11780,0152
11790,0156
11800,0158
11810,0159
11820,0160
11830,0160
11840,0157
11850,0155
11860,0154
11870,0152
11880,0149
11890,0148
11900,0150
11910,0150
11920,0148
11930,0150
11940,0151
11950,0150
11960,0150
11970,0149
11980,0152
11990,0152
12000,0149
12010,0149
12020,0150
12030,0155
12040,0156
12050,0157
12060,0158
12070,0156
12080,0159
12090,0159
12100,0157
12110,0152
12120,0154
12130,0156
12140,0152
12150,0151
12160,0152
12170,0156
12180,0154
12190,0152
12200,0155
12210,0155
12220,0151
12230,0149
12240,0152
12250,0154
12260,0154
12270,0157
12280,0157
12290,0154
12300,0154
12310,0156
12320,0162
12330,0160
12340,0157
12350,0155
12360,0156
12370,0155
12380,0152
12390,0152
12400,0150
12410,0149
12420,0151
12430,0151
12440,0154
12450,0152
12460,0154
12470,0152
12480,0149
12490,0150
12500,0151
12510,0147
12520,0144
12530,0144
12540,0148
12550,0150
12560,0150
12570,0156
12580,0158
12590,0159
12600,0158
12610,0157
12620,0157
12630,0154
12640,0154
12650,0154
12660,0149
12670,0150
12680,0154
12690,0154
12700,0151
12710,0148
12720,0149
12730,0148
12740,0151
12750,0156
12760,0156
12770,0152
12780,0152
12790,0150
12800,0148
12810,0149
12820,0151
12830,0154
12840,0152
12850,0154
12860,0154
12870,0151
12880,0155
12890,0154
12900,0152
12910,0152
12920,0157
12930,0159
12940,0159
12950,0158
