0,8119
9,8119
19,8119
30,8118
39,8116
49,8113
59,8113
69,8113
79,8113
89,8113
99,8117
109,8118
119,8122
129,8119
140,8117
150,8113
160,8108
170,8107
180,8108
190,8109
200,8110
210,8115
219,8117
230,8115
240,8111
249,8108
259,8104
270,8102
280,8100
290,8096
300,8094
310,8090
320,8087
330,8087
340,8089
349,8089
360,8088
370,8089
380,8090
389,8089
400,8087
410,8085
420,8083
430,8082
440,8082
450,8083
460,8082
470,8078
480,8075
490,8076
500,8079
510,8081
520,8082
530,8081
540,8081
550,8081
560,8082
570,8081
580,8081
590,8083
600,8088
610,8088
620,8085
630,8083
640,8086
650,8090
660,8095
670,8100
680,8100
690,8095
700,8092
710,8093
720,8090
730,8092
740,8094
750,8093
760,8092
770,8095
780,8097
790,8097
800,8100
810,8103
820,8108
830,8111
840,8112
850,8113
860,8115
870,8117
880,8119
890,8120
900,8123
910,8120
920,8119
930,8119
940,8122
950,8123
960,8123
970,8126
980,8127
990,8125
1000,8124
1010,8123
1020,8123
1030,8125
1040,8126
1050,8131
1060,8133
1070,8137
1080,8139
1090,8141
1100,8141
1110,8140
1120,8140
1130,8137
1140,8132
1150,8128
1160,8127
1170,8126
1180,8128
1190,8131
1200,8131
1210,8128
1220,8125
1230,8123
1240,8122
1250,8125
1260,8125
1270,8120
1280,8116
1290,8109
1300,8107
1310,8104
1320,8103
1330,8104
1340,8105
1350,8105
1360,8103
1370,8102
1380,8103
1390,8102
1400,8101
1410,8102
1420,8103
1430,8098
1440,8096
1450,8096
1460,8097
1470,8093
1480,8092
1490,8094
1500,8096
1510,8097
1520,8098
1530,8100
1540,8101
1550,8098
1560,8096
1570,8098
1580,8102
1590,8103
1600,8101
1610,8098
1620,8097
1630,8097
1640,8101
1650,8104
1660,8109
1670,8115
1680,8119
1690,8116
1700,8116
1710,8118
1720,8124
1730,8125
1740,8122
1750,8116
1760,8115
1770,8117
1780,8120
1790,8124
1800,8126
1810,8126
1820,8127
1830,8127
1840,8128
1850,8130
1860,8131
1870,8131
1880,8131
1890,8127
1900,8128
1910,8128
1920,8126
1930,8123
1940,8122
1950,8120
1960,8118
1970,8116
1980,8117
1990,8117
2000,8115
2010,8112
2020,8109
2030,8107
2040,8104
2050,8104
2060,8104
2070,8101
2080,8101
2090,8102
2100,8100
2110,8097
2120,8097
2130,8096
2140,8097
2150,8098
2160,8102
2170,8103
2180,8101
2190,8096
2200,8094
2210,8095
2220,8100
2230,8102
2240,8105
2250,8105
2260,8101
2270,8098
2280,8098
2290,8100
2300,8100
2310,8098
2320,8096
2330,8096
2340,8098
2350,8102
2360,8104
2370,8105
2380,8108
2390,8111
2400,8115
2410,8116
2420,8118
2430,8120
2440,8122
2450,8120
2460,8122
2470,8120
2480,8118
2490,8115
2500,8116
2510,8116
2520,8117
2530,8122
2540,8124
2550,8126
2560,8126
2570,8128
2580,8132
2590,8137
2600,8139
2610,8141
2620,8143
2630,8143
2640,8139
2650,8137
2660,8137
2670,8135
2680,8135
2690,8135
2700,8134
2710,8135
2720,8139
2730,8141
2740,8140
2750,8137
2760,8134
2770,8133
2780,8134
2790,8135
2800,8138
2810,8139
2820,8139
2830,8137
2840,8133
2850,8132
2860,8132
2870,8128
2880,8128
2890,8125
2900,8127
2910,8128
2920,8128
2930,8126
2940,8125
2950,8126
2960,8128
2970,8128
2980,8127
2990,8126
3000,8123
3010,8120
3020,8120
3030,8118
3040,8113
3050,8110
3060,8110
3070,8111
3080,8112
3090,8111
3100,8111
3110,8113
3120,8115
3130,8118
3140,8119
3150,8118
3160,8117
3170,8120
3180,8122
3190,8122
3200,8120
3210,8119
3220,8122
3230,8122
3240,8123
3250,8123
3260,8123
3270,8120
3280,8123
3290,8124
3300,8126
3310,8124
3320,8124
3330,8125
3340,8125
3350,8123
3360,8126
3370,8128
3380,8125
3390,8122
3400,8120
3410,8122
3420,8123
3430,8122
3440,8119
3450,8116
3460,8113
3470,8113
3480,8115
3490,8116
3500,8118
3510,8119
3520,8122
3530,8123
3540,8125
