5392,7827,6169,-816
5397,9999,15,76
5402,9203,3733,1166
5407,6411,7635,771
5412,8777,4765,-490
5417,-4389,8857,-1506
5422,1364,9308,-3390
5427,1510,9794,-1339
5432,-8484,5070,-1517
5437,-7774,6197,-1070
5442,-5590,8157,-1482
5447,-3691,7356,-5679
5452,-5739,-7055,-4157
5457,2065,-9155,-3451
5462,9827,-1749,-597
5467,9290,-2190,-2980
5472,8309,-5300,-1691
5477,8737,-4785,-870
5482,5104,-8534,-1046
5487,8440,-5047,-1810
5492,5849,-8093,529
5496,5380,-8428,150
5501,7846,-6150,-776
5506,8253,-5633,-386
5511,8235,-5667,-227
5516,8692,-4918,-507
5521,7695,-6385,-16
5526,7860,-6093,-1039
5531,9674,2405,-792
5536,9515,2900,-1024
5541,9936,-161,-1110
5546,9936,-161,-1110
5551,8420,5392,-142
5556,7448,6672,-18
5561,6588,6903,-2989
5566,6705,6330,-3868
5571,7192,6040,-3432
5576,-6122,5685,-5494
5581,-7138,4921,-4981
5586,-7138,4921,-4981
5591,-7545,3919,-5263
5596,-7372,4601,-4947
5601,-8624,2631,-4323
5606,-7488,3691,-5503
5611,-8786,1547,-4516
5616,7033,7107,-102
5621,6564,7510,-709
5626,6571,7408,-1388
5631,3227,9389,-1192
5636,9953,162,947
5641,5491,6061,5753
5646,4321,7440,5095
5650,-3707,6880,6237
5655,9224,1606,3512
5660,-3189,-8027,5038
5665,4277,-7118,5570
5670,-4402,8929,936
5675,-9637,2535,829
5680,-9637,2535,829
5685,-9760,-1369,1692
5690,-9861,-1013,1313
5695,3981,-7173,5717
5700,-2876,-7785,5577
5705,-9064,-2416,3462
5710,-9003,-2013,3858
5715,6999,-6075,3754
5720,8849,-2881,3658
5725,8059,-3769,4564
5730,8020,-4352,4090
5735,-2557,9667,69
5740,5019,8646,178
5745,-9576,-2874,158
5750,-8296,-5566,418
5755,-9510,-3078,-275
5760,-7899,-6018,1175
5765,-8421,-5366,528
5770,-1119,-9920,-565
5775,-8367,-5415,818
5780,9082,-3823,1696
5785,-9214,1665,3510
5790,5944,-7957,-1161
5795,9275,-3719,367
5800,5658,-8238,338
5804,8126,4992,3005
5809,9825,807,1675
5814,9435,1934,2687
5819,8244,1724,5390
5824,7988,3139,5130
5829,560,7012,7106
5834,5715,2067,7941
5839,-4484,5101,7339
5844,7933,3809,4747
5849,5114,5926,6222
5854,9996,-231,-142
5859,-6200,4182,6637
5864,2929,-99,9560
5869,-7948,4831,3670
5874,-7089,5809,3998
5879,-8729,2695,4065
5884,-8896,1439,4333
5889,-4248,7724,4721
5894,-8105,4263,4016
5899,-7240,4984,4767
5904,-5628,6423,5201
5909,-9393,2586,2250
5914,-8889,1179,4424
5919,-9324,-1614,3232
5924,-4373,-8248,3582
5929,4751,8666,1524
5934,9692,245,2447
5939,9612,-797,2638
5944,9755,-1099,-1904
5949,8522,-3918,3465
5954,5009,7812,3725
5959,7412,1786,6470
5963,8335,5029,2287
5968,9177,3117,2459
5973,1991,9119,-3586
5978,1237,9191,-3740
5983,3718,7952,-4788
5988,8097,4827,-3335
5993,7414,5070,-4394
5998,6934,6002,-3985
6003,3289,-7504,-5732
6008,5480,-6763,-4920
6013,-2586,-4138,-8728
6018,381,-5422,-8393
6023,-9319,3180,-1741
6028,-3615,-9322,130
6033,-5693,-8201,-575
6038,-3403,-9374,733
6043,-5765,-8131,798
6048,-9541,-2874,-833
6053,-8840,-4668,226
6058,-7940,-6063,-437
6063,-5867,-7992,-1299
6068,-1873,-9817,-318
6073,5300,-8359,-1422
6078,1209,-9924,197
6083,-1940,-9805,-294
6088,-409,-9922,1172
6093,2872,-9488,1311
6098,846,-9696,2292
6103,8774,-4787,287
6108,3174,-9432,974
6113,6814,-7291,626
6117,7516,-6529,932
6122,6879,-7129,1359
6127,6244,-7295,2788
6132,7717,-5715,2785
6137,9713,2173,961
6142,8787,4685,914
6147,9738,676,2169
6152,8946,-770,4399
6157,8011,5409,2558
6162,699,9712,2275
6167,9269,3695,641
6172,6535,6974,2940
6177,8654,1349,4824
6182,-5158,8351,1907
6187,9833,-1762,433
6192,8003,-5716,-1806
6197,-6230,7761,-966
6202,704,9547,2888
6207,9620,-2065,1784
6212,-8776,-3303,-3473
6217,9803,1590,1170
6222,-9245,3787,414
6227,-7386,6735,282
6232,400,-9380,3441
6237,-3218,-9252,2007
6242,-4563,-8738,1676
6247,2410,-9161,3201
6252,-1207,-9117,3925
6257,-6841,-6773,2703
6262,-6560,-6600,3660
6267,-8421,-5024,1957
6271,-4625,-3302,8227
6276,-3750,-4496,8106
6281,-2772,1245,9526
6286,-8116,519,5818
6291,-7722,-2295,5924
6296,550,6329,7722
6301,8739,3622,3241
6306,8977,2954,3266
6311,3102,8631,3983
6316,3096,9246,2217
6321,2624,-780,9617
6326,-6073,588,7922
6331,-1976,6497,7339
6336,7257,-231,6875
6341,-9827,-394,1808
6346,-9625,-2680,397
6351,8023,5852,-1174
6356,3632,8813,-3020
6361,3235,8518,-4118
6366,1745,8400,-5136
6371,355,7659,-6418
6376,4691,7047,-5321
6381,569,7553,-6528
6386,627,6941,-7170
6391,948,8016,-5902
6396,2774,7235,-6320
6401,-3709,4369,-8194
6406,990,-1197,-9878
6411,-992,2010,-9745
6416,8197,-2457,-5173
6421,2565,-4217,-8696
6425,-3377,-3653,-8674
6430,-4224,-4107,-8079
6435,2889,-4571,-8411
6440,-3348,-4866,-8068
6445,-3153,-5473,-7752
6450,-3746,-5136,-7719
6455,-2211,-6384,-7372
6460,2578,-3926,-8828
6465,1649,-6581,-7346
6470,-2381,6967,-6765
6475,1190,6136,-7805
6480,-7385,-1283,-6618
6485,-6891,-3662,-6252
6490,-5160,4085,-7528
6495,334,-3719,-9276
6500,-450,-8808,-4712
6505,-5111,-8151,-2724
6510,6533,-7569,68
6515,4535,-8902,420
6520,3916,-9139,1060
6525,3327,-9196,2088
6530,-4434,-8580,2590
6535,-7681,-6280,1242
6540,-5665,-8084,1593
6545,-5811,-7016,4123
6550,-3465,-8110,4712
6555,-3691,-7828,5009
6560,-3895,-8532,3467
6565,-6672,-6961,2647
6570,-5854,-7661,2649
6575,-2270,-8455,4831
6580,1366,-8035,5793
6584,2981,-7500,5903
6589,107,-7840,6205
6594,-2026,-8041,5587
6599,-4025,-6612,6330
6604,1009,-7455,6588
6609,-411,-7128,7000
6614,2166,-6498,7285
6619,6901,-2550,6771
6624,5669,-352,8229
6629,6301,1897,7529
6634,5926,2532,7645
6639,2084,5682,7960
6644,1985,8290,5227
6649,4422,8067,3919
6654,4090,8083,4233
6659,565,8699,4899
6664,-20,9246,3808
6669,5221,4408,7300
6674,7320,4772,4860
6679,5352,7400,4071
6684,5514,4479,7037
6689,5359,7930,2897
6694,5204,8029,2905
6699,3663,9000,2362
6704,4194,8922,1672
6709,724,9857,1515
6714,311,9945,998
6719,-272,9937,1081
6724,-559,9949,836
6729,1209,9926,-78
6734,946,9952,-226
6738,-1323,9870,-903
6743,-588,9980,-195
6748,1049,9813,-1609
6753,-1085,9694,-2197
6758,1514,9630,-2228
6763,1212,9650,-2321
6768,929,9727,-2122
6773,-1166,9683,-2205
6778,4526,8615,-2300
6783,-1379,9706,-1968
6788,-1533,9651,-2122
6793,-4526,8633,-2228
6798,-4268,8648,-2641
6803,-5584,8001,-2188
6808,-4272,8682,-2524
6813,-4884,8361,-2495
6818,-4900,8307,-2640
6823,-5090,8372,-1995
6828,-5320,8166,-2233
6833,-5979,7660,-2360
6838,-4272,8790,-2113
6843,-5340,7827,-3196
6848,-4901,7621,-4228
6853,-3662,7642,-5307
6858,-5101,6516,-5613
6863,-4235,6591,-6213
6868,1795,5925,-7853
6873,2226,4538,-8628
6878,-2487,9406,-2309
6883,-3220,9191,-2267
6888,-2424,9635,-1127
6892,1814,9751,-1268
6897,-1697,9853,-186
6902,43,9996,-248
6907,-2403,9687,-614
6912,3921,9050,-1644
6917,2834,9457,-1585
6922,-585,9693,-2387
6927,2026,9309,-3036
6932,1351,9465,-2929
6937,3675,6519,-6632
6942,-1068,6883,-7174
6947,-1816,6383,-7480
6952,-3018,6028,-7385
6957,-2491,5104,-8230
6962,-8187,-288,-5733
6967,-8131,511,-5797
6972,-8895,-1553,-4296
6977,-9142,-1454,-3781
6982,-8808,-2232,-4173
6987,-8854,-411,-4628
6992,-8769,-915,-4717
6997,-6651,-2771,-6933
7002,-7613,-48,-6483
7007,-5608,-2085,-8012
7012,-6088,591,-7910
7017,-656,2013,-9773
7022,3491,1023,-9314
7027,4145,1180,-9023
7032,1802,1821,-9666
7037,2370,1317,-9625
7042,3823,3949,-8353
7047,3113,2894,-9051
7051,3890,2248,-8933
7056,3312,1508,-9313
7061,3546,1518,-9225
7066,3546,1518,-9225
7071,5115,-1439,-8471
7076,663,-2878,-9553
7081,2268,-4251,-8762
7086,1340,-5158,-8461
7091,1407,-6706,-7282
7096,-118,-8531,-5215
7101,438,-8646,-5005
7106,-3332,-7240,-6038
7111,-4280,-7493,-5052
7116,-1949,-8807,-4316
7121,-578,-9199,-3878
7126,-645,-9301,-3614
7131,-1349,-9052,-4028
7136,-1307,-8965,-4232
7141,-719,-9435,-3233
7146,51,-9334,-3585
7151,746,-9313,-3564
7156,1373,-9623,-2345
7161,2837,-9321,-2249
7166,2250,-9471,-2285
7171,4223,-8683,-2598
7176,3401,-9056,-2529
7181,397,-8874,-4591
7186,1081,-8488,-5174
7191,-648,-9548,-2899
7196,4719,-8727,-1250
7201,4755,-8678,-1439
7205,4378,-8910,-1199
7210,4378,-8910,-1199
7215,2262,-9656,-1275
7220,2871,-9424,-1712
7225,-1863,-9602,-2080
7230,7465,-6640,-400
7235,8216,1750,-5424
7240,6016,7329,-3173
7245,-5130,8053,-2970
7250,1390,9603,-2414
7255,2741,9388,-2083
7260,2811,9395,-1956
7265,2536,9623,-979
7270,9279,2975,2244
7275,9817,751,1745
7280,9607,2114,1794
7285,9516,1130,2857
7290,9531,562,2972
7295,8891,-185,4571
7300,9105,-2961,2883
7305,7130,-5079,4832
7310,7601,-4373,4806
7315,6912,-5980,4056
7320,6912,-5980,4056
7325,6895,-5986,4074
7330,7936,-4525,4065
7335,2844,-6907,6648
7340,8147,-5347,2242
7345,6491,-4819,5885
7350,5549,-7215,4139
7355,5549,-7215,4139
7359,5019,-7765,3807
7364,3708,-7938,4819
7369,3346,-7848,5215
7374,-7834,-5706,2459
7379,-7886,-5709,2280
7384,-7340,-5505,3975
7389,-7917,-2290,5662
7394,-8888,-2517,3828
7399,-7936,-3786,4762
7404,-8639,-2992,4051
7409,-7084,-4685,5278
7414,-6095,-7310,3066
7419,-1413,-667,9877
7424,-5376,-3184,7807
7429,-4225,-3631,8304
7434,-6565,900,7489
7439,-5591,-1231,8198
7444,-2617,3371,9043
7449,948,3390,9359
7454,1001,4095,9067
7459,581,-4097,9103
7464,5901,-3668,7191
7469,-9020,2024,3812
7474,-900,-2364,9674
7479,-5636,-3977,7239
7484,5789,-3428,7397
7489,1672,-5019,8485
7494,-1620,4372,8846
7499,5657,7267,3895
7504,-3583,-4091,8391
7509,6326,2985,7145
7513,-7317,4298,5290
7518,3839,939,9185
7523,-9777,1088,-1793
7528,-9530,962,-2869
7533,-9566,580,-2854
7538,-9566,580,-2854
7543,-9727,354,-2291
7548,4336,-7166,-5461
7553,5039,-7385,-4477
7558,-4985,-6668,-5538
7563,-188,-5953,-8032
7568,1620,-7594,-6301
7573,557,-8128,-5798
7578,2467,-7727,-5847
7583,4167,-6305,-6547
7588,7858,-5645,-2524
7593,5651,-7719,-2910
7598,7088,-6338,-3095
7603,9984,-529,-153
7608,4497,-7906,-4153
7613,6505,-7287,-2137
7618,8502,-5247,-423
7623,6448,-7640,195
7628,7231,-6557,-2168
7633,-5374,-6634,-5205
7638,-8239,-3225,-4658
7643,6729,-7222,-1595
7648,4683,-8664,-1731
7653,4902,-8501,-1922
7658,4613,-8633,-2043
7663,6376,469,-7688
7668,2652,-1289,-9555
7672,3257,-1900,-9261
7677,4373,-1989,-8770
7682,3180,-5015,-8045
7687,1297,-6654,-7350
7692,-7108,2211,-6676
7697,-4141,2055,-8866
7702,-7331,-5323,-4232
7707,-7946,5008,-3430
7712,-8633,905,-4964
7717,-8683,-1091,-4837
7722,-4571,8523,-2538
7727,9694,2451,-33
7732,-9636,436,-2635
7737,-8168,3978,-4177
7742,-8098,-3288,-4858
7747,-1603,-3124,-9363
7752,1741,5025,-8468
7757,6739,5576,-4845
7762,-6286,6407,-4407
7767,-6568,6058,-4489
7772,-6668,3656,-6493
7777,5602,3582,-7468
7782,-4740,302,-8799
7787,-6283,-289,-7773
7792,5423,8129,-2122
7797,7736,5754,-2651
7802,-2868,6445,-7087
7807,-3883,5627,-7297
7812,4495,7525,-4812
7817,8352,-3437,-4291
7822,7478,-3543,-5614
7826,2754,-6396,-7176
7831,-739,-6173,-7832
7836,-4866,670,-8710
7841,-5095,1441,-8482
7846,-5371,-6636,-5205
7851,-934,-8928,-4404
7856,1646,-7881,-5930
7861,-2140,-8628,-4578
7866,-5920,-6992,-4007
7871,-5465,-7741,-3193
7876,-3435,-8984,-2732
7881,-1676,-9406,-2950
7886,-8793,-4615,-1172
7891,4365,-8748,-2097
7896,-4046,-9116,-712
7901,6772,-7348,360
7906,8522,-4895,1845
7911,6731,-7093,2089
7916,-1450,-9150,3763
7921,6165,-6305,4714
7926,385,-5549,8309
7931,5908,-7417,3174
7936,7880,-2534,5610
7941,5919,-2248,7740
7946,8713,-2250,4359
7951,8895,-3646,2750
7956,3409,6584,6710
7961,3541,9151,1927
7966,3616,9202,1495
7971,3751,9200,1133
7976,727,9858,1510
7980,-190,9556,2939
7985,-6043,7717,1979
7990,-4959,8449,2003
7995,-8009,5520,2316
8000,-7198,6371,2753
8005,-6756,6064,4191
8010,-9162,-2963,2695
8015,-52,-8528,5220
8020,6813,-6149,3969
8025,5443,-7781,3131
8030,2336,-8526,4672
8035,5537,-7476,3664
8040,4438,-8009,4017
8045,-1533,-9790,1343
8050,7545,-6424,1339
8055,7042,-6743,2218
8060,6714,-7256,1502
8065,-6281,-5964,4996
8070,-1390,-2629,9547
8075,7214,-2435,6482
8080,1353,263,9904
8085,-415,-4849,8735
8090,4863,-8444,2244
8095,-7203,-3383,6055
8100,6578,-7122,2450
8105,3567,-9041,2350
8110,8692,-3715,3261
8115,7310,-1167,6722
8120,6361,-5962,4897
8125,6929,-5581,4564
8130,1061,-7942,5982
8134,-2116,-4640,8601
8139,2490,-6784,6910
