5444,-9032,362,4275
5449,-7675,5812,2701
5454,-7885,5989,1395
5458,-8432,5203,1347
5463,-879,9455,3135
5468,-4399,8164,3740
5472,-4727,8303,2950
5477,-9130,2633,3115
5481,-8307,4159,3699
5486,-4532,4280,7818
5491,4135,-5578,7195
5495,-8989,-2641,3493
5500,-6488,3271,6870
5505,-8544,-2662,4460
5509,-6219,-7355,2685
5514,-6006,-7575,2554
5519,-9132,-3699,1708
5523,-9230,-3249,2059
5528,-8721,-4643,1539
5532,-8773,-4518,1614
5537,-8477,-5302,70
5542,8018,-5675,1866
5546,8257,-5343,1803
5551,8951,-3493,2766
5556,9638,-357,2641
5560,5736,-6846,4495
5565,8566,-4509,2505
5570,-1697,9835,610
5574,9364,-2012,2872
5579,8669,4978,-227
5584,5328,8336,-1455
5588,6485,7558,-896
5593,3409,8669,-3635
5597,3297,8574,-3950
5602,1571,9703,-1837
5607,2370,9542,-1822
5611,4583,8399,-2905
5616,-3481,8967,-2731
5621,-3681,8680,-3329
5625,2948,7836,-5467
5630,-4806,6538,-5843
5635,-2105,5237,-8254
5639,8044,-1394,-5773
5644,6469,2587,-7172
5648,628,5610,-8253
5653,5338,-3055,-7884
5658,5726,-5503,-6076
5662,3120,-6676,-6759
5667,8203,-5301,-2144
5672,-562,-8055,-5898
5676,4840,-7887,-3788
5681,2718,-8805,-3883
5686,3176,-8492,-4218
5690,335,-9236,-3817
5695,6579,-7525,285
5700,6140,-7834,-954
5704,4429,-8855,-1400
5709,5830,-8018,-1304
5713,5364,-8336,-1310
5718,5823,-8025,-1298
5723,-108,-9863,-1640
5727,-6404,-6801,3567
5732,-9671,-2516,357
5737,-9362,-3465,570
5741,-9159,-3972,-564
5746,-9088,-4086,829
5751,-9663,-2401,922
5755,-8769,-4751,-720
5760,-8523,-5138,-973
5764,-8714,-4858,-674
5769,-8118,-5813,-540
5774,-7441,-6154,-2596
5778,2797,-165,-9599
5783,-8620,2048,-4636
5788,-3587,7787,-5146
5792,2278,5528,-8015
5797,-5799,7203,-3803
5802,-6454,5403,-5398
5806,-6655,7014,-2549
5811,-2670,9149,-3026
5816,-7294,6609,-1760
5820,-6327,7411,-2244
5825,349,9978,-553
5829,-7322,6674,-1351
5834,-6432,7650,-305
5839,-5809,7985,-1575
5843,-318,9978,567
5848,-3885,8991,2011
5853,-868,9871,1343
5857,9058,-3778,-1913
5862,9694,-1620,-1840
5867,9906,-389,-1310
5871,8733,1983,-4448
5876,6684,4036,-6247
5880,7710,2321,-5929
5885,8340,2227,-5047
5890,6815,292,-7312
5894,7549,1757,-6317
5899,6870,5224,-5050
5904,7731,3347,-5387
5908,4605,3560,-8130
5913,7650,3143,-5620
5918,9017,-795,-4247
5922,8722,1143,-4754
5927,8213,-3504,-4501
5932,8407,-4449,-3084
5936,9113,-3227,-2554
5941,-2624,7275,-6339
5945,-3419,5801,-7392
5950,-2764,7004,-6579
5955,-4811,4503,-7520
5959,-3909,4835,-7831
5964,-4940,4618,-7366
5969,2410,6604,-7111
5973,-6051,3891,-6945
5978,-5441,3051,-7815
5983,1746,-2975,-9385
5987,5309,-1469,-8345
5992,7198,-840,-6890
5996,-9317,-3450,-1126
6001,-8806,-4320,-1944
6006,-9356,-1716,3083
6010,-7488,-5892,3033
6015,-7978,-4696,3778
6020,-7848,-4415,4348
6024,-9281,-2896,2337
6029,-9634,-661,2595
6034,-9493,-1752,2609
6038,-9469,-1921,2576
6043,9652,-2371,-1098
6048,4007,-8970,-1862
6052,9339,-3574,25
6057,9766,-971,1913
6061,7956,-6017,699
6066,8304,-5553,445
6071,7989,-5824,-1495
6075,7989,-5824,-1495
6080,6643,7368,1251
6085,5634,8147,1365
6089,8322,5159,2028
6094,8820,372,4695
6099,-3781,8956,2341
6103,8657,-3811,3243
6108,-7524,-3337,5678
6112,9299,3493,-1142
6117,9980,268,556
6122,9776,-1342,1618
6126,8501,3761,3684
6131,7199,6850,1112
6136,7738,2062,5988
6140,-2418,-1379,9604
6145,2832,3942,8742
6150,2782,9575,-756
6154,1902,9634,-1886
6159,1196,9857,-1181
6164,23,9958,-908
6168,3414,9384,-525
6173,838,9962,-230
6177,9374,3389,786
6182,4013,8805,2520
6187,9976,-681,-113
6191,8609,-5085,-91
6196,2643,9643,127
6201,8073,3527,4730
6205,-8952,3951,2059
6210,6254,7777,620
6215,-9440,1822,2748
6219,7658,-5514,3306
6224,-8928,4066,1935
6228,-9716,-441,-2320
6233,-7600,-5218,3873
6238,-3774,-8906,2533
6242,-4846,-8572,1740
6247,-5554,-8004,2251
6252,-9037,-3875,1817
6256,-8872,-4050,2206
6261,-8691,-4595,1827
6266,-8317,-5108,2173
6270,-4023,-8870,2263
6275,-8612,-4199,2861
6279,-8492,-4640,2517
6284,-2848,-7949,5356
6289,-4487,-7682,4565
6293,6362,5803,5082
6298,4840,6340,6031
6303,9166,834,-3908
6307,6106,-7245,-3196
6312,6093,-5695,-5516
6317,8543,5086,-1068
6321,5629,-6165,-5504
6326,2751,7964,5384
6331,1427,8725,4671
6335,4193,-6004,6808
6340,5214,-7129,4688
6344,6355,-5726,5178
6349,-1212,-9788,-1648
6354,6249,-7761,839
6358,-9378,-718,-3394
6363,-9332,1959,-3009
6368,-1319,-1210,-9838
6372,-624,4838,-8729
6377,4139,-18,-9102
6382,3882,1244,-9130
6386,4557,-489,-8887
6391,-7248,2902,-6247
6395,-1991,6209,-7581
6400,-4102,1961,-8906
6405,-4857,-100,-8740
6409,4321,4860,-7596
6414,7117,4450,-5435
6419,197,6675,-7443
6423,794,5917,-8021
6428,2710,564,-9609
6433,-292,6495,-7597
6437,1426,8749,-4626
6442,9714,865,-2207
6447,9688,-1112,-2212
6451,9243,-1951,-3278
6456,8925,4360,1150
6460,7484,6586,-775
6465,9574,2709,-988
6470,5027,8636,376
6474,6619,7430,-982
6479,1871,9786,-854
6484,-2273,9548,-1910
6488,9132,2320,-3348
6493,2641,7742,-5751
6498,2392,5582,-7944
6502,8421,-2768,-4628
6507,-1969,1845,-9628
6511,-3652,-6170,-6970
6516,-2117,-6334,-7442
6521,-7673,-6188,1677
6525,-7136,-6650,2202
6530,-3970,-7479,5318
6535,-9844,-1694,-454
6539,-9897,-15,1426
6544,-7218,-6844,1026
6549,-9102,-3816,1604
6553,-6617,-6986,2719
6558,-5060,8464,1655
6563,-5661,8082,1618
6567,-3012,9374,1741
6572,-1547,8776,4536
6576,-8479,4386,2976
6581,-7726,2821,5686
6586,-7020,-5776,4165
6590,-9187,-2796,2786
6595,-8854,-3437,3127
6600,6006,-7870,-1407
6604,5970,-7897,-1404
6609,5445,-8373,-481
6614,7472,-6588,-868
6618,8377,-5455,257
6623,5255,-8478,701
6627,7253,-6742,-1388
6632,4315,-9021,20
6637,2186,-9528,-2102
6641,-3696,-9214,1194
6646,-1189,-9503,-2875
6651,-9396,-2574,-2251
6655,4758,-7978,3701
6660,8988,-4111,1518
6665,-9829,1475,1097
6669,-9805,492,1899
6674,-9258,3242,1939
6679,6905,6648,-2848
6683,7618,5918,-2632
6688,7897,4944,-3630
6692,7897,4944,-3630
6697,7897,4944,-3630
6702,5951,6925,-4075
6706,6602,-7508,187
6711,5188,-8514,764
6716,7681,-6175,1691
6720,-5837,-4823,6531
6725,-7396,86,6729
6730,-7708,-750,6325
6734,-3070,-5145,8006
6739,-5997,7956,-854
6743,-4976,8516,1643
6748,-3146,8622,-3969
6753,-5505,7291,-4064
6757,-6212,7019,-3483
6762,775,7194,-6902
6767,-6220,5969,-5066
6771,-2908,6094,-7375
6776,940,5970,-7966
6781,-7629,2250,-6060
6785,-4678,7151,-5193
6790,-2948,-5061,-8104
6795,2727,1002,-9568
6799,-9643,-2573,610
6804,-9764,-2138,-286
6808,-8059,-5753,1395
6813,-8751,-4104,2563
6818,-7657,6247,1526
6822,-4999,8418,2033
6827,-9506,-495,-3063
6832,-4755,-8777,574
6836,-4325,-8513,-2967
6841,-7225,-5950,-3518
6846,-9192,-1411,-3674
6850,-9862,-1053,-1271
6855,-6040,7760,-1811
6859,-785,9852,-1517
6864,3985,9158,-489
6869,8823,-3322,3334
6873,9652,-346,-2591
6878,5395,4374,-7193
6883,-8966,-3478,-2737
6887,6826,6994,-2116
6892,8559,4663,2231
6897,8291,-5571,-449
6901,3495,-3891,-8522
6906,7646,-5977,-2406
6911,8290,-5007,-2489
6915,7019,-6600,-2675
6920,-9688,-2116,1285
6924,-9197,-3087,2423
6929,3330,9330,-1363
6934,2778,9331,2282
6938,6589,7364,1527
6943,-8951,3501,-2757
6948,-8594,131,5110
6952,-9778,2032,501
6957,-9522,819,2939
6962,6963,-6072,3824
6966,9912,1322,-51
6971,9451,-2239,2379
6975,8973,-3318,2908
6980,9926,-964,-725
6985,9712,-2334,-464
6989,9979,-645,1
6994,2408,-1924,-9512
6999,-6007,-3344,-7260
7003,7616,-5880,-2721
7008,9585,2200,-1809
7013,7971,-5216,-3040
7017,9379,-2542,-2360
7022,9426,626,-3278
7027,4809,5425,-6886
7031,7841,-1174,-6093
7036,7657,-1956,-6126
7040,8663,-1367,-4803
7045,5989,-2657,-7553
7050,4866,8496,-2030
7054,8647,4903,-1087
7059,7251,6379,-2591
7064,6156,6581,-4333
7068,4148,9064,782
7073,2626,9561,1293
7078,4324,8982,781
7082,4704,8632,1826
7087,2853,9518,1118
7091,3546,9211,1601
7096,6944,7096,1191
7101,3254,6496,6870
7105,-5478,4998,6708
7110,9534,2750,1238
7115,9976,-382,-572
7119,-4716,4008,7854
7124,-3634,2921,8846
7129,4864,5789,6543
7133,-2374,-9505,2000
7138,-3316,-8866,3222
7143,-5298,-7230,4431
7147,-2750,-8162,5079
7152,-2037,-9269,3151
7156,969,-8362,5397
7161,-3067,-9367,1685
7166,-4034,-7737,4883
7170,-4298,-8655,2569
7175,525,-9439,3258
7180,-9369,-2399,2541
7184,-6378,-7224,2667
7189,-2514,-8591,4456
7194,-6104,-5845,5345
7198,-7089,-6925,1330
7203,-9628,-1472,2263
7207,5439,-3950,7402
7212,-5457,-4813,6859
7217,-5780,-3222,7496
7221,-6084,-7929,306
7226,-7762,-2961,5564
7231,-6193,-6653,4168
7235,-9197,-3670,1390
7240,-9462,2563,1972
7245,-1921,9724,1318
7249,442,9350,3518
7254,-5432,7263,4210
7259,-4962,7306,4688
7263,-1198,8979,4235
7268,5628,5218,6409
7272,1378,8884,4377
7277,7519,5108,4165
7282,6158,5626,5514
7286,8635,3172,3919
7291,-321,9700,2408
7296,-5316,7412,4098
7300,1589,9870,234
